,Hydro,WindPower,Solar,NaturalGaz,Oil,Non Served
Dakar,0.0,0.0,70061.90678197626,5863479.150062453,885291.9271476824,0.0
Diourbel,0.0,0.0,73449.6280952225,0.0,0.0,102.67085964604583
Thies,0.0,735939.8006742299,590045.9932658318,1412456.1683806076,481366.7463710442,0.0
LS,0.0,0.0,105099.39508184702,0.0,0.0,479.6944762167079
FKK,0.0,0.0,171498.3718500125,0.0,0.0,27.680461644848158
ZS,0.0,0.0,0.0,0.0,79170.20221530764,576.6157065159263
MTKK,1515633.5286762125,0.0,0.0,0.0,8192.971888477232,463.1344897689506
