,Hydro,WindPower,Solar,NaturalGaz,Oil,Non Served
2030-08-18 09:00:00,221.01056186636916,0.0,0.0,0.0,0.0,0.0
2030-08-18 10:00:00,208.36036002185514,0.0,0.0,0.0,0.0,0.0
2030-08-18 11:00:00,207.99611035409046,0.0,0.0,0.0,0.0,0.0
2030-08-18 12:00:00,199.50333879897585,0.0,0.0,0.0,0.0,0.0
2030-08-18 13:00:00,201.21906471530633,0.0,0.0,0.0,0.0,0.0
2030-08-18 14:00:00,192.36399855772802,0.0,0.0,0.0,0.0,0.0
2030-08-18 15:00:00,200.23959757633855,0.0,0.0,0.0,0.0,0.0
2030-08-18 16:00:00,216.75448177612492,0.0,0.0,0.0,0.0,0.0
2030-08-18 17:00:00,233.61723379634918,0.0,0.0,0.0,0.0,0.0
2030-08-18 18:00:00,242.40214634398683,0.0,0.0,0.0,0.0,0.0
2030-08-18 19:00:00,261.2376604924531,0.0,0.0,0.0,0.0,0.0
2030-08-18 20:00:00,300.4378734848167,0.0,0.0,0.0,0.0,0.0
2030-08-18 21:00:00,305.31828580762857,0.0,0.0,0.0,0.0,0.0
2030-08-18 22:00:00,309.5041712697267,0.0,0.0,0.0,0.0,0.0
2030-08-18 23:00:00,302.933906368426,0.0,0.0,0.0,0.0,0.0
2030-08-19 00:00:00,287.4835545212286,0.0,0.0,0.0,0.0,0.0
2030-08-19 01:00:00,274.2077529033667,0.0,0.0,0.0,0.0,0.0
2030-08-19 02:00:00,263.3101288566429,0.0,0.0,0.0,0.0,0.0
2030-08-19 03:00:00,256.0529729375794,0.0,0.0,0.0,0.0,0.0
2030-08-19 04:00:00,242.03200397114892,0.0,0.0,0.0,0.0,0.0
2030-08-19 05:00:00,236.89695489296992,0.0,0.0,0.0,0.0,0.0
2030-08-19 06:00:00,235.69878470039814,0.0,0.0,0.0,0.0,0.0
2030-08-19 07:00:00,230.58811447131285,0.0,0.0,0.0,0.0,0.0
2030-08-19 08:00:00,225.2583092722557,0.0,0.0,0.0,0.0,0.0
