,Dakar,Diourbel,Thies,LS,FKK,ZS,MTKK
2688,260.5635956605353,260.95456946150034,260.72696444050024,261.1109918375002,260.92547267950926,260.97478308810963,260.13578794471243
2689,260.5635956605353,260.9545615429561,260.72695652195614,261.1109839189561,260.92547267950926,260.974606401329,260.13578794471243
2690,260.5635406395073,260.9545280017967,260.72692298079664,261.1109503777966,260.92547267950926,260.9743285195585,260.13578794471243
2691,260.5635406395073,260.9545280017967,260.72692298079664,261.1109503777966,260.92547267950926,260.973734703154,260.13578794471243
2692,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.973621661298,260.13578794471243
2693,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97347281978574,260.1353456891338
2694,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9729638880662,260.1349192155329
2695,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9724720813526,260.1341390617671
2696,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9723811923133,260.13401555733503
2697,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9722140008362,260.13392513682385
2698,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97209859463464,260.13392513682385
2699,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97203494971006,260.1334508239406
2700,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97203494971,260.1333403471947
2701,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9720267945576,260.1322984673648
2702,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97201438545994,260.1321204424601
2703,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9720026655384,260.1317949141673
2704,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97181286961444,260.131527652277
2705,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.971654746346,260.1312778272953
2706,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9715630446327,260.1311662239456
2707,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9715047782301,260.1308964973277
2708,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97149268476466,260.13087852822764
2709,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.971469904413,260.13046049228876
2710,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9713998564318,260.1303872537054
2711,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9713931748804,260.1302503701974
2712,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97131846849027,260.130206764073
2713,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9712592180632,260.1299928391298
2714,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9712576359008,260.1299768407275
2715,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9710978562014,260.1297071141095
2716,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97104954706526,260.1295955107599
2717,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97098625285184,260.12953289205666
2718,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9709747689731,260.1294504720995
2719,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9708920864107,260.1292568241236
2720,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9707816096647,260.1291595057211
2721,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9707705386911,260.1291519694395
2722,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97076063806406,260.1290639007736
2723,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97074792162203,260.12887121559083
2724,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9707258079899,260.1288619424828
2725,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.970670006315,260.12882897423725
2726,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97061420464024,260.1287688939973
2727,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9704560813718,260.12867965701173
2728,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9704560813718,260.1286760262331
2729,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9703426888047,260.12865607160717
2730,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.97024215642864,260.12852444753753
2731,260.5635406395073,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.970130553079,260.1284924507331
2732,260.56354063950727,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9701210439382,260.12842736730215
2733,260.56354063950727,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9700747514042,260.12838869063324
2734,260.56354063950727,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.9699844787371,260.1283689080806
2735,260.56354063950727,260.9545136598255,260.7269086388254,261.1109360358254,260.92547267950926,260.96997242981064,260.12821066572855
2736,260.56351007226954,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96997242981064,260.1282052872065
2737,260.56351007226954,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96986082646094,260.12799603898696
2738,260.5634947886506,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9698143065422,260.1279188429331
2739,260.56347950503175,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9697360828017,260.1278704771576
2740,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96959951760056,260.127833238995
2741,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9695670213462,260.127833238995
2742,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9695670213462,260.1278239572389
2743,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9695670213462,260.12758533383004
2744,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9695221578585,260.12754607546844
2745,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9695221578585,260.12750945617677
2746,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9694802157464,260.1274703721573
2747,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96947729437073,260.1274703721573
2748,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96944479811634,260.1274344721188
2749,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9694304561451,260.1273978528271
2750,260.563448937794,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96936743837426,260.1273879522
2751,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96935309640304,260.12737239387036
2752,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96935309640304,260.12735743068356
2753,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96935309640304,260.12733215052526
2754,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.969330654981,260.12733215052526
2755,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96932123333545,260.12733215052526
2756,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9692288984353,260.12733215052515
2757,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96918403494755,260.12733102392156
2758,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96918403494755,260.12732627255326
2759,260.56344893779396,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96918403494755,260.12729553123353
2760,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9690741789511,260.1272589119418
2761,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9690741789511,260.1272458273338
2762,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9690741789511,260.12722054717557
2763,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96905983697985,260.1272205471755
2764,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96905983697985,260.127184647137
2765,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96905983697985,260.1271821824093
2766,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96905983697985,260.12717402725684
2767,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9690598369798,260.1271182255821
2768,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9690149734921,260.127118225582
2769,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.9689824772377,260.127118225582
2770,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.1270624239072
2771,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.1270624239072
2772,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12704324152406
2773,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12696010231366
2774,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12696010231366
2775,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12695082055757
2776,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.1269043006389
2777,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12690430063884
2778,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12690430063884
2779,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.1269043006388
2780,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.1269043006388
2781,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.1268790204805
2782,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.1268737791223
2783,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.126848498964
2784,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.126848498964
2785,260.56335723608066,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12684849896397
2786,260.5633572360806,260.95451365982547,260.7269086388254,261.1109360358254,260.92547267950926,260.96898050249985,260.12680506264394
2787,260.5633572360806,260.9545136598254,260.72690863882536,261.1109360358254,260.92547267950926,260.96898050249985,260.12679269728915
2788,260.5633572360806,260.9545136598254,260.72690863882536,261.1109360358254,260.92547267950926,260.96898050249985,260.1267621757727
2789,260.5633572360806,260.954483138309,260.7268781173089,261.11090551430885,260.92547267950926,260.96898050249985,260.1267461773705
2790,260.5633572360806,260.9544404212421,260.726835400242,261.110862797242,260.92547267950926,260.96898050249985,260.1267368956144
2791,260.5633572360806,260.9544363000834,260.72683127908334,261.11085867608335,260.92547267950926,260.96898050249985,260.12672738647353
2792,260.5633572360806,260.9544363000833,260.7268312790833,261.1108586760833,260.92547267950926,260.96898050249985,260.12663457402084
2793,260.5633572360806,260.9544363000833,260.7268312790833,261.11085867608324,260.92547267950926,260.96898050249985,260.1266345740208
2794,260.5633572360806,260.95443002874663,260.7268250077465,261.1108524047465,260.92547267950926,260.96898050249985,260.1266345740208
2795,260.5633572360806,260.95442195811216,260.72681693711206,261.1108443341121,260.92547267950926,260.96898050249985,260.1266252922647
2796,260.56333431065235,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96898050249985,260.12657877234597
2797,260.5633343106523,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96898050249985,260.12646662330474
2798,260.5632961016051,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96898050249985,260.1264206490776
2799,260.5632961016051,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12642064907755
2800,260.56326553436736,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1263749215914
2801,260.56326553436736,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12634242533704
2802,260.56326553436736,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12634242533704
2803,260.5632655343673,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1263289473642
2804,260.5632655343673,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1262975618493
2805,260.5632655343673,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1262975618493
2806,260.5632655343673,260.95442195811216,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1262930473257
2807,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.126205860136
2808,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1261733638816
2809,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1261509224596
2810,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12612850039386
2811,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1260367986805
2812,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12603298636856
2813,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1260233207077
2814,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12595943893837
2815,260.5632655343673,260.9544219581121,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12595943893837
2816,260.5632655343673,260.95442195811205,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12594509696714
2817,260.5632655343673,260.95442195811205,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.12594509696714
2818,260.5632655343673,260.95442195811205,260.72681693711206,261.110844334112,260.92547267950926,260.96889077552436,260.1259393099173
2819,260.5632655343673,260.95439143659564,260.72678641559554,261.11081381259555,260.92547267950926,260.96889077552436,260.12593699751636
2820,260.5632655343673,260.95439143659564,260.72678641559554,261.11081381259555,260.92547267950926,260.96889077552436,260.125926942684
2821,260.5632655343673,260.95439143659564,260.72678641559554,261.1108138125955,260.92547267950926,260.96889077552436,260.1259249679461
2822,260.5632655343673,260.9543914365956,260.72678641559554,261.1108138125955,260.92547267950926,260.96889077552436,260.1259249679461
2823,260.5632655343673,260.9543914365956,260.72678641559554,261.1108138125955,260.92547267950926,260.96889077552436,260.1259249679461
2824,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.1259249679461
2825,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.1259249679461
2826,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.1259249679461
2827,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.1259249679461
2828,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.125911717358
2829,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.125867737225
2830,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.12584958294184
2831,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.1258208989994
2832,260.5632655343673,260.9543445983701,260.7267395773699,261.11076697436994,260.92547267950926,260.96889077552436,260.1257903774829
2833,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.96879907381106,260.12578828968685
2834,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.968799073811,260.12575788122854
2835,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.968799073811,260.12575788122854
2836,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.968799073811,260.12575590649067
2837,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.96875530170644,260.12575590649067
2838,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9687093468355,260.12575590649067
2839,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.96805629412,260.12575590649067
2840,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9671734058286,260.12575590649067
2841,260.5632655343673,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9660644262666,260.1257435392573
2842,260.56326553436725,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.96570723626917,260.1257435392573
2843,260.56320439989173,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9655748237608,260.1257435392573
2844,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9651547865217,260.1257435392573
2845,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9622975095003,260.12569867576957
2846,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9622095038409,260.12569867576957
2847,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9617971840265,260.1256661795152
2848,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.96173322719926,260.1256661795152
2849,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9616904156687,260.1256661795152
2850,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.9614113147733,260.1256661795152
2851,260.563173832654,260.95434459837,260.7267395773699,261.1107669743699,260.92547267950926,260.96125907842264,260.1256661795152
2852,260.563173832654,260.9543302563988,260.72672523539876,261.1107526323987,260.92547267950926,260.9609495395862,260.1256661795152
2853,260.563173832654,260.9543302563988,260.72672523539876,261.1107526323987,260.92547267950926,260.9608333718533,260.1256661795152
2854,260.563173832654,260.9543302563988,260.72672523539876,261.1107526323987,260.92547267950926,260.960617303593,260.1256661795152
2855,260.563173832654,260.9543302563988,260.7267252353987,261.1107526323987,260.92547267950926,260.96048804230634,260.1256661795152
2856,260.56317383265394,260.95433025639875,260.7267252353987,261.1107526323987,260.92547267950926,260.9604067379319,260.1256661795152
2857,260.56317383265394,260.95433025639875,260.7267252353987,261.1107526323987,260.92547267950926,260.9604033786498,260.1256661795152
2858,260.56317383265394,260.95433025639875,260.7267252353987,261.1107526323987,260.92547267950926,260.96035900204816,260.1256661795152
2859,260.56317383265394,260.9542997348823,260.7266947138822,261.1107221108822,260.92547267950926,260.96035725657356,260.1256661795152
2860,260.56317383265394,260.9542997348823,260.7266947138822,261.1107221108822,260.92547267950926,260.96021652647084,260.1256661795152
2861,260.56317383265394,260.9542997348823,260.7266947138822,261.1107221108822,260.92547267950926,260.95998695383656,260.1256661795152
2862,260.56317383265394,260.9542997348823,260.7266947138822,261.1107221108822,260.92547267950926,260.9598288305682,260.1256661795152
2863,260.56317383265394,260.9542997348823,260.7266947138822,261.1107221108822,260.92547267950926,260.9598288305682,260.1256642047773
2864,260.56317383265394,260.9542528966567,260.7266478756566,261.1106752726566,260.92547267950926,260.9597730288933,260.1256642047773
2865,260.56317383265394,260.9542528966567,260.7266478756566,261.1106752726566,260.92547267950926,260.9596707072998,260.1256642047773
2866,260.56317383265394,260.95425289665667,260.7266478756566,261.1106752726566,260.92547267950926,260.9595602146896,260.1255744778018
2867,260.56317383265394,260.95425289665667,260.72664787565657,261.1106752726566,260.92547267950926,260.9595591039502,260.12548161356557
2868,260.56317383265394,260.95425289665667,260.72664787565657,261.1106752726566,260.92547267950926,260.9595591039502,260.1254379126008
2869,260.56317383265394,260.95425289665667,260.72664787565657,261.1106752726566,260.92547267950926,260.9595591039502,260.12526768862233
2870,260.56317383265394,260.95425289665667,260.72664787565657,261.1106752726566,260.92547267950926,260.95955910395014,260.12505376367915
2871,260.56317383265394,260.95425289665667,260.72664787565657,261.1106752726566,260.92547267950926,260.95955910395014,260.1246259137928
2872,260.56317383265394,260.95423855468545,260.72663353368546,261.1106609306854,260.92547267950926,260.959539921567,260.12423478676897
2873,260.56317383265394,260.95423855468545,260.7266335336854,261.11066093068536,260.92547267950926,260.9594765836107,260.12419806390636
2874,260.56317383265394,260.95423855468545,260.7266335336854,261.11066093068536,260.92547267950926,260.9594549931391,260.1240208618257
2875,260.56317383265394,260.9542385546854,260.7266335336854,261.11066093068536,260.92547267950926,260.95940313456356,260.12396756304014
2876,260.56317383265394,260.9542385546854,260.7266335336854,261.11066093068536,260.92547267950926,260.9593911532341,260.12396643643643
2877,260.56314763216443,260.9542385546854,260.72663353368534,261.11066093068536,260.92547267950926,260.9592626586675,260.12377021401994
2878,260.5631415187169,260.9542385546854,260.72663353368534,261.11066093068536,260.92547267950926,260.9592220917787,260.12366993423177
2879,260.56312798179727,260.9542080331689,260.7266030121689,261.1106304091689,260.92547267950926,260.9592220917787,260.1236420347472
2880,260.56312798179727,260.9542080331689,260.7266030121689,261.11063040916883,260.92547267950926,260.95902295092316,260.1233790869961
2881,260.5631126981784,260.9542080331689,260.7266030121689,261.11063040916883,260.92547267950926,260.9590196507141,260.12324208434535
2882,260.56308213094064,260.9542080331689,260.7266030121689,261.11063040916883,260.92547267950926,260.95897313079536,260.1221576027193
2883,260.56308213094064,260.95416119494337,260.72655617394327,261.1105835709433,260.92547267950926,260.95897313079536,260.12180281597614
2884,260.56308213094064,260.9541611949433,260.72655617394327,261.1105835709433,260.92547267950926,260.9589489195122,260.12167255468523
2885,260.56308213094064,260.95416119494325,260.72655617394327,261.1105835709432,260.92547267950926,260.9589406490095,260.1209203031097
2886,260.56308213094064,260.95414685297214,260.72654183197204,261.11056922897205,260.92547267950926,260.9589357538601,260.1207436163291
2887,260.56308213094064,260.9541468529721,260.72654183197204,261.11056922897205,260.92547267950926,260.9589357538601,260.1204657345586
2888,260.56308213094064,260.9541468529721,260.72654183197204,261.11056922897205,260.92547267950926,260.95891732912054,260.1198719181541
2889,260.56308213094064,260.9541468529721,260.72654183197204,261.110569228972,260.92547267950926,260.9588839688678,260.1197588762981
2890,260.56308213094064,260.95411633145557,260.72651131045546,261.1105387074555,260.92547267950926,260.9588057257709,260.11961003478586
2891,260.56308213094064,260.95406949323,260.7264644722299,261.1104918692299,260.92547267950926,260.9588003377889,260.1191011030663
2892,260.56308213094064,260.95406949322995,260.7264644722299,261.1104918692299,260.92547267950926,260.95875977090003,260.1190929479139
2893,260.56308213094064,260.95406949322995,260.7264644722299,261.1104918692299,260.92547267950926,260.9587149074123,260.1188950213729
2894,260.56308213094064,260.95406949322995,260.7264644722299,261.11049186922986,260.92547267950926,260.9587149074123,260.11889390341724
2895,260.56308213094064,260.95405515125873,260.72645013025874,261.1104775272587,260.92547267950926,260.9587149074123,260.11878769658836
2896,260.56308213094064,260.9540491906474,260.7264441696473,261.1104715666473,260.92547267950926,260.9586822980998,260.11866509802746
2897,260.56308213094064,260.95400020412234,260.72639518312224,261.11042258012225,260.92547267950926,260.95867004392454,260.1186092963526
2898,260.56308213094064,260.9539777915166,260.72637277051655,261.11040016751656,260.92547267950926,260.9585918008277,260.1183512158363
2899,260.56308213094064,260.9539634495454,260.7263584285454,261.11038582554534,260.92547267950926,260.9585907094446,260.11827417440094
2900,260.5630821309406,260.9539634495454,260.7263584285454,261.11038582554534,260.92547267950926,260.9585907094446,260.1182372481411
2901,260.5630821309406,260.9539634495454,260.7263584285454,261.11038582554534,260.92547267950926,260.9585907094446,260.1182358096347
2902,260.5630821309406,260.95396344954537,260.7263584285454,261.11038582554534,260.92547267950926,260.9585907094446,260.11817216471013
2903,260.5630821309406,260.95396344954537,260.7263584285454,261.11038582554534,260.92547267950926,260.95854584595685,260.11817216471013
2904,260.5630821309406,260.9539329280289,260.72632790702886,261.1103553040289,260.92547267950926,260.95854584595685,260.1181640095577
2905,260.5630821309406,260.9539329280289,260.7263279070288,261.1103553040288,260.92547267950926,260.95854584595685,260.1179500846145
2906,260.5630821309406,260.95388608980323,260.7262810688033,261.11030846580326,260.92547267950926,260.95854584595685,260.11779196134614
2907,260.56305920551233,260.95387174783207,260.7262667268321,261.11029412383203,260.92547267950926,260.9585458459568,260.1177002596328
2908,260.5630592055123,260.95387174783207,260.7262667268321,261.11029412383203,260.92547267950926,260.9584216479891,260.1176419932302
2909,260.56305593045107,260.95387174783207,260.7262667268321,261.11029412383203,260.92547267950926,260.9584216479891,260.11760711941315
2910,260.56299042922734,260.95387174783207,260.726266726832,261.110294123832,260.92547267950926,260.9584216479891,260.1175303898805
2911,260.56299042922734,260.95387174783207,260.726266726832,261.110294123832,260.92547267950926,260.9584216479891,260.11750414692915
2912,260.56299042922734,260.953871747832,260.726266726832,261.110294123832,260.92547267950926,260.9584216479891,260.1174719306589
2913,260.5629904292273,260.953871747832,260.726266726832,261.110294123832,260.92547267950926,260.9584216479891,260.1174638765913
2914,260.5629904292273,260.953871747832,260.72626672683197,261.110294123832,260.92547267950926,260.9584216479891,260.11739485090095
2915,260.5629904292273,260.9538412263155,260.7262362053155,261.1102636023155,260.92547267950926,260.95837678450135,260.1172580057157
2916,260.5629904292273,260.9538412263155,260.7262362053155,261.1102636023155,260.92547267950926,260.95837678450135,260.11723507120155
2917,260.5629904292273,260.9538412263155,260.7262362053155,261.11026360231546,260.92547267950926,260.95834231350915,260.11713274960795
2918,260.5629904292273,260.95379438808993,260.7261893670899,261.11021676408984,260.92547267950926,260.95834231350915,260.1171234678519
2919,260.5629904292273,260.95379438808993,260.7261893670899,261.11021676408984,260.92547267950926,260.95834231350915,260.11711198397325
2920,260.5629904292273,260.95379438808993,260.7261893670899,261.11021676408984,260.92547267950926,260.95834231350915,260.11709438484166
2921,260.5629904292273,260.9537800461187,260.7261750251187,261.1102024221187,260.92547267950926,260.95834231350915,260.11702930141075
2922,260.5629904292273,260.9537800461187,260.7261750251187,261.1102024221187,260.92547267950926,260.95834231350915,260.11702114625837
2923,260.5629904292273,260.95378004611865,260.72617502511866,261.1102024221187,260.92547267950926,260.95834231350915,260.1169188246648
2924,260.5629904292273,260.9537538456291,260.72614882462915,261.11017622162916,260.92547267950926,260.95834231350915,260.1169188246648
2925,260.5629904292273,260.9537265991738,260.72612157817383,261.1101489751738,260.92547267950926,260.95834231350915,260.11691882466476
