,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
2030-01-01 00:00:00,128.7899258081428,-97.39351260170204,-65.58865293464503,-43.77163058644035,3.330034167843877,-78.47152130689311,44.35514901796886
2030-01-01 01:00:00,161.20713669639008,-91.97324124414227,-35.28673756543398,-80.19324798585623,15.06754481141055,-74.97961961428592,32.22385424440253
2030-01-01 02:00:00,174.28890443537557,-87.14512616109823,-7.6582946057155254,-113.53797522848174,25.62197881291044,-71.58298785312523,20.695963904258257
2030-01-01 03:00:00,181.68239449279372,-84.84193693455502,7.799601297595267,-131.97171305485386,31.919481666298832,-68.48327359131545,14.809043485640675
2030-01-01 04:00:00,189.6491404804653,-82.24971187350957,20.894536033183748,-149.14394070527632,39.121092181775296,-67.53389709458969,8.495648711726176
2030-01-01 05:00:00,181.60654628365108,-80.43570236990271,19.472991614918293,-147.10036135126754,40.85740168127067,-68.13675117001057,6.826342121009244
2030-01-01 06:00:00,155.07435313581067,-79.97534950493906,4.89175538028206,-120.37060362913553,29.338179356545865,-69.88835080646969,17.33839959339258
2030-01-01 07:00:00,150.511491714265,-78.39151643381402,3.5769626857101064,-113.40981847584442,25.567864984920735,-70.18740440293828,19.652194549750536
2030-01-01 08:00:00,143.24669663368854,-69.1625375695423,3.197159419707499,-109.28397028329357,25.768686652062193,-70.16366999052016,19.556819723576876
2030-01-01 09:00:00,108.55009070869221,-63.15576586588474,20.078415180544326,-123.47032326779703,34.34282614745495,-61.24310501438542,13.469343850159447
2030-01-01 10:00:00,73.4565167639721,-58.70861108140107,35.80934596045092,-143.05863382456442,54.80186002726995,-52.88552328813673,0.0
2030-01-01 11:00:00,34.23431930456417,-52.10777253424065,50.92864963071844,-142.39895242660444,56.01850122347251,-44.22182250000795,0.0
2030-01-01 12:00:00,1.8844310457044453,-49.51443778711819,46.11511105027341,-130.11101652804177,59.81977215262321,-42.547020529524666,0.0
2030-01-01 13:00:00,-13.704492385753099,-47.62164322130206,43.824569723418506,-125.51436907112242,61.375387861114746,-41.245911525585996,0.0
2030-01-01 14:00:00,-10.969527447099154,-44.595452876757655,49.29011883007225,-127.95567814232885,61.57835554038638,-41.02706757771486,0.0
2030-01-01 15:00:00,16.978598569772032,-52.1604766901008,44.04018773689194,-128.60570214820848,61.163095811962044,-43.347354171645264,0.0
2030-01-01 16:00:00,60.582934594497544,-59.14806753647929,35.37099158799588,-126.44792755781589,55.342124601290145,-49.45075649824196,4.526324193866607
2030-01-01 17:00:00,108.36621601883712,-64.9508114087813,18.244486354693475,-119.02068137083344,46.51061021779935,-62.54085607564154,12.840756635385329
2030-01-01 18:00:00,122.39340253222468,-70.0944446099302,-23.461870961115576,-71.44403901052814,19.32674179999192,-72.27091257641268,34.063974966329624
2030-01-01 19:00:00,93.45026525649263,-89.3330054433979,-87.31270540443411,-18.35020414511618,0.0,-84.77790935882365,54.20125524812707
2030-01-01 20:00:00,106.17358149721412,-95.88881638022077,-81.20626339221664,-29.34412576289705,0.0,-87.56816208557069,54.67415982135876
2030-01-01 21:00:00,103.66629533134153,-101.38055203967491,-89.02126395180933,-24.056830539436277,0.0,-87.22330107313502,54.275633361364406
2030-01-01 22:00:00,111.35632183088376,-103.80896820627078,-84.11817969813914,-29.565997093561663,0.0,-86.73949881040359,53.97219378957585
2030-01-01 23:00:00,108.01880493992394,-102.28854326190327,-85.55262687753307,-25.632499073893854,0.0,-84.16711572370018,52.02365347121229
2030-01-02 00:00:00,128.10452664764694,-97.4508374941725,-61.51380565291625,-45.40849040653109,1.124215329364084,-78.40440038857459,46.551896473347306
