Timestep,Hydro|Reservoir_MTKK_0
0,364842.06215233070543
1,364692.97910728794523
2,364573.26995394879486
3,364495.19137937977212
4,364465.90483021741966
5,364459.00725355063332
6,364428.82101817417424
7,364381.56196303624893
8,364333.90234639478149
9,364323.9253907960956
10,364351.29271015926497
11,364384.16531764977844
12,364417.03792514029192
13,364449.91053263080539
14,364482.78314012131887
15,364515.65574761183234
16,364513.9080477412208
17,364485.42209004127653
18,364392.31956087605795
19,364225.19216836657142
20,364058.0647758570849
21,363890.93738334759837
22,363723.80999083811184
23,363560.64839372993447
24,363472.62485074927099
25,363446.21679233014584
26,363442.85705140291248
27,363454.2419757603202
28,363481.69544297910761
29,363497.48909024015302
30,363470.90100815653568
31,363414.26551438571187
32,363357.14080961915897
33,363336.93043209245661
34,363353.0466248637531
35,363385.42854473891202
36,363417.81046461407095
37,363450.19238448922988
38,363482.57430436438881
39,363514.95622423954774
40,363547.33814411470667
41,363533.60941541800275
42,363442.57799940125551
43,363274.95991927641444
44,363107.34183915157337
45,362939.7237590267323
46,362772.10567890189122
47,362604.48759877705015
48,362436.50491120881634
49,362324.45836425665766
50,362264.30624444159912
51,362235.86178866506089
52,362227.78207162633771
53,362228.02982553333277
54,362201.0430366146029
55,362198.93208468635567
56,362186.08741696656216
57,362157.73766424937639
58,362165.4846368014114
59,362197.50194923317758
60,362229.51926166494377
61,362261.53657409670996
62,362293.55388652847614
63,362325.57119896024233
64,362357.58851139200851
65,362389.6058238237747
66,362352.13419234094908
67,362184.15150477271527
68,362016.16881720448146
69,361848.18612963624764
70,361685.85379902803106
71,361517.87111145979725
72,361349.08083428215468
73,361250.9215148720541
74,361191.2797665799153
75,361177.62301799369743
76,361171.22739480488235
77,361186.2102687722072
78,361197.95958801766392
79,361211.09271943994099
80,361242.30244226229843
81,361273.51216508465586
82,361304.7218879070133
83,361335.93161072937073
84,361367.14133355172817
85,361398.3510563740856
86,361429.56077919644304
87,361460.77050201880047
88,361491.98022484115791
89,361523.18994766351534
90,361522.87513270194177
91,361355.3904263364384
92,361186.60014915879583
93,361017.80987198115326
94,360849.0195948035107
95,360680.22931762586813
96,360515.70122418686515
97,360392.53336637484608
98,360305.3778892820701
99,360247.91485934640514
100,360216.30579871684313
101,360195.81909887300571
102,360145.08992640406359
103,360079.68147046241211
104,360019.16408895433415
105,359966.50587787287077
106,359925.04845555062639
107,359955.35518047318328
108,359985.66190539574018
109,360015.96863031829707
110,360046.27535524085397
111,360076.58208016341086
112,360106.88880508596776
113,360136.78853837150382
114,360095.00078110949835
115,359925.30750603205524
116,359755.61423095461214
117,359588.30573707877193
118,359418.61246200132882
119,359248.91918692388572
120,359084.88673459616257
121,358986.67766272526933
122,358936.9184953259537
123,358924.01908652612474
124,358945.02542341686785
125,358974.23832602152834
126,358970.77092762041138
127,358937.6961566231912
128,358911.21674654661911
129,358899.13146988605149
130,358911.65463042317424
131,358940.86753302783472
132,358970.08043563249521
133,358999.29333823715569
134,359028.50624084181618
135,359057.71914344647666
136,359086.93204605113715
137,359116.14494865579763
138,359107.75213696499122
139,358947.82480753114214
140,358777.03771013580263
141,358612.93718847911805
142,358490.97151514166035
143,358393.35123305983143
144,358378.32682347297668
