Timestep,Hydro|Reservoir_MTKK_0
0,364927.6275489810505
1,364921.22129453445086
2,364943.64451293338789
3,364977.26677974581253
4,365010.88904655823717
5,365044.51131337066181
6,365078.13358018308645
7,365111.75584699551109
8,365145.37811380793573
9,365179.00038062036037
10,365212.62264743278502
11,365246.24491424520966
12,365279.8671810576343
13,365313.48944787005894
14,365347.11171468248358
15,365380.73398149490822
16,365414.35624830733286
17,365402.44717963121366
18,365268.50299487798475
19,365102.12526169040939
20,364935.74752850283403
21,364769.36979531525867
22,364602.99206212768331
23,364436.61432894010795
24,364309.33808959193993
25,364269.48639514314709
26,364268.98834575270303
27,364282.60836454114178
28,364315.61386616225354
29,364348.61936778336531
30,364354.7729564839974
31,364346.89964506146498
32,364344.248291120457
33,364358.96372809342574
34,364391.96922971453751
35,364424.97473133564927
36,364457.98023295676103
37,364490.98573457787279
38,364523.99123619898455
39,364556.99673782009631
40,364570.19814241939457
41,364531.3988860003883
42,364409.50636407162528
43,364242.51186569273705
44,364075.51736731384881
45,363908.52286893496057
46,363741.52837055607233
47,363574.53387217718409
48,363444.58518327341881
49,363390.41988345474238
50,363385.40307257656241
51,363394.38114559155656
52,363426.82780968834413
53,363459.2744737851317
54,363460.00088451511692
55,363440.81105930404738
56,363441.12817271932727
57,363461.08391937625129
58,363493.53058347303886
59,363525.97724756982643
60,363558.423911666614
61,363590.87057576340158
62,363623.31723986018915
63,363655.76390395697672
64,363658.83020845759893
65,363599.68451293621911
66,363460.3731405470171
67,363292.81980464380467
68,363125.26646874059225
69,362957.71313283737982
70,362790.15979693416739
71,362622.60646103095496
72,362464.19260763219791
73,362367.08014975348487
74,362314.91936610650737
75,362303.19372988241958
76,362334.7477072995971
77,362366.62531165446853
78,362375.92118672281504
79,362372.58984408673132
80,362357.18420426285593
81,362346.21584756457014
82,362378.09345191944158
83,362409.97105627431301
84,362441.84866062918445
85,362473.72626498405589
86,362505.60386933892732
87,362537.43594323971774
88,362488.01219666714314
89,362410.55299474817002
90,362291.69441026338609
91,362123.57201461825753
92,361955.44961897312896
93,361787.3272233280004
94,361619.20482768287184
95,361451.08243203774327
96,361337.35109642485622
97,361280.32550542621175
98,361288.71539710916113
99,361320.12275829596911
100,361351.53011948277708
101,361382.93748066958506
102,361414.34484185639303
103,361445.75220304320101
104,361477.15956423000898
105,361508.56692541681696
106,361539.97428660362493
107,361571.38164779043291
108,361602.78900897724088
109,361634.19637016404886
110,361665.60373135085683
111,361697.01109253766481
112,361728.41845372447278
113,361759.82581491128076
114,361726.4405082539306
115,361557.84786944073858
116,361389.25523062754655
117,361220.66259181435453
118,361073.68231491313782
119,360934.90576822252478
120,360840.21192743029678
121,360803.36904648662312
122,360796.42292657977669
123,360827.38049165421398
124,360858.33805672865128
125,360889.29562180308858
126,360920.25318687752588
127,360951.21075195196318
128,360982.16831702640047
129,361013.12588210083777
130,361044.08344717527507
131,361075.04101224971237
132,361105.99857732414966
133,361136.95614239858696
134,361167.91370747302426
135,361198.87127254746156
136,361229.82883762189886
137,361260.78640269633615
138,361291.74396777077345
139,361128.58511638001073
140,360959.54268145444803
141,360790.50024652888533
142,360621.45781160332263
143,360452.41537667775992
144,360330.04393847024767
145,360270.73838094942039
146,360255.66717551939655
147,360253.10852000809973
148,360277.80113491293741
149,360304.10689332900802
150,360301.32862948748516
151,360280.82894338201731
152,360271.38730632635998
153,360302.03137767803855
154,360332.67544902971713
155,360363.31952038139571
156,360393.96359173307428
157,360424.60766308475286
158,360455.25173443643143
159,360485.89580578811001
160,360516.53987713978859
161,360500.10190190537833
162,360408.38440664438531
163,360239.02847799606388
164,360069.67254934774246
165,359900.31662069942104
166,359730.96069205109961
167,359575.01763689523796
168,359412.97889402823057
169,359312.75792997318786
170,359265.4345896319137
171,359253.65885471156798
172,359277.19536032318138
173,359307.32148566580145
174,359309.89491026010364
175,359304.59310391102917
176,359299.7448701019166
177,359329.87099544453667
178,359359.99712078715675
179,359390.12324612977682
180,359420.24937147239689
181,359450.37549681501696
182,359480.50162215763703
183,359510.6277475002571
184,359540.75387284287717
185,359523.65918045456056
186,359445.74579564278247
187,359275.87192098540254
188,359105.99804632802261
189,358936.12417167064268
190,358766.25029701326275
191,358596.37642235588282
192,358441.90782716951799
193,358342.61678535770625
194,358290.09473236720078
195,358269.53071911027655
196,358270.31665136758238
197,358275.98541590588866
198,358247.50383970869007
199,358185.90759567695204
200,358124.91762556746835
201,358107.86467158736195
202,358137.49329275987111
203,358167.12191393238027
204,358196.75053510488942
205,358226.37915627739858
206,358256.00777744990773
207,358285.63639862241689
208,358313.64119822450448
209,358288.96096830704482
210,358190.02751958480803
211,358019.65614075731719
212,357849.28476192982635
213,357678.9133831023355
214,357508.54200427484466
215,357338.17062544735381
216,357203.6416037515155
217,357133.6190169902402
218,357107.67933943733806
219,357102.58304783038329
220,357126.29530271876138
221,357150.26214765076293
222,357137.79297244071495
223,357093.8897760186228
224,357043.48981295817066
225,357026.60238951374777
226,357055.43999326834455
227,357084.44844096613815
228,357113.45688866393175
229,357142.46533636172535
230,357171.47378405951895
231,357200.48223175731255
232,357210.57991586771095
233,357171.27552561851917
234,357048.65165408392204
235,356877.66010178171564
236,356706.66854947950924
237,356535.67699717730284
238,356364.68544487509644
239,356193.69389257289004
240,356059.44544429983944
241,355985.61004066007445
242,355954.93189778120723
243,355948.70000395952957
244,355968.74275864847004
245,355993.50212782056769
246,355985.46527725021588
247,355948.46624880796298
248,355907.76512896822533
249,355895.72750663489569
250,355919.79727158206515
251,355948.2945872170967
252,355976.79190285212826
253,356005.28921848715981
254,356033.78653412219137
255,356062.28384975722292
256,356069.43576135381591
257,356027.85490151355043
258,355920.44455495412694
259,355748.9418705891585
260,355577.43918622419005
261,355405.93650185922161
262,355234.43381749425316
263,355062.93113312928472
264,354891.07065787562169
265,354746.84376274916576
266,354647.03036060440354
267,354589.03143276809715
268,354572.68770250398666
269,354584.48948266031221
270,354589.40476846450474
271,354617.54429321084172
272,354645.68381795717869
273,354673.82334270351566
274,354699.84216725808801
275,354727.98169200442499
276,354756.12121675076196
277,354784.26074149709893
278,354812.40026624343591
279,354840.53979098977288
280,354868.67931573610986
281,354871.58585068100365
282,354793.5281533828238
283,354621.66767812916078
284,354449.80720287549775
285,354278.46933947043726
286,354108.43508530012332
287,353936.57461004646029
288,353778.67844177043298
289,353712.2121834877762
290,353697.15002763416851
291,353724.88405343407067
292,353752.61807923397282
293,353780.35210503387498
294,353808.08613083377713
295,353835.82015663367929
296,353863.55418243358145
297,353891.2882082334836
298,353919.02223403338576
299,353946.75625983328791
300,353974.49028563319007
301,354002.22431143309223
302,354029.95833723299438
303,354057.69236303289654
304,354085.42638883279869
305,354113.16041463270085
306,354140.89444043260301
307,354016.75456279929494
308,353889.36042613117024
309,353742.67297872155905
310,353589.13384474138729
311,353455.67874742107233
312,353358.65201355901081
313,353314.91164390509948
314,353299.35195835254854
315,353304.40925746090943
316,353331.6423734278651
317,353358.87548939482076
318,353366.82750862534158
319,353354.26140183658572
320,353345.20539086178178
321,353365.76549603254534
322,353392.99861199950101
323,353420.23172796645667
324,353447.46484393341234
325,353474.69795990036801
326,353501.93107586732367
327,353529.16419183427934
328,353545.34853051771643
329,353505.11696810188005
330,353379.36308515426936
331,353206.59620112122502
332,353033.82931708818069
333,352861.06243305513635
334,352698.53324637195328
335,352556.30399676039815
336,352461.55561736732488
337,352443.75764674239326
338,352470.59889426396694
339,352497.44014178554062
340,352524.2813893071143
341,352551.12263682868797
342,352577.96388435026165
343,352604.80513187183533
344,352631.64637939340901
345,352658.48762691498268
346,352685.32887443655636
347,352712.17012195813004
348,352739.01136947970372
349,352765.85261700127739
350,352792.69386452285107
351,352819.53511204442475
352,352846.37635956599843
353,352818.24215622979682
354,352715.33854467258789
355,352542.17979219416156
356,352369.02103971573524
357,352195.86228723730892
358,352022.7035347588826
359,351890.23284684983082
360,351853.78573251544731
361,351869.33827351866057
362,351895.86943560093641
363,351922.40059768321225
364,351948.9317597654881
365,351975.46292184776394
366,352001.99408393003978
367,352028.52524601231562
368,352055.05640809459146
369,352081.5875701768673
370,352108.11873225914314
371,352134.64989434141899
372,352161.18105642369483
373,352187.71221850597067
374,352214.24338058824651
375,352240.77454267052235
376,352267.30570475279819
377,352247.78087135456735
378,352141.87339205981698
379,351968.40455414209282
380,351794.93571622436866
381,351621.4668783066445
382,351447.99804038892034
383,351274.52920247119619
384,351181.67031851533102
385,351163.09609473863384
386,351189.25583283504238
387,351215.41557093145093
388,351241.57530902785948
389,351267.73504712426802
390,351293.89478522067657
391,351320.05452331708511
392,351346.21426141349366
393,351372.37399950990221
394,351398.53373760631075
395,351424.6934757027193
396,351450.85321379912784
397,351477.01295189553639
398,351503.17268999194494
399,351529.33242808835348
400,351555.49216618476203
401,351529.6314004365704
402,351441.56652221007971
403,351267.72626030648826
404,351093.8859984028968
405,350920.04573649930535
406,350746.20547459571389
407,350572.36521269212244
408,350475.68776620819699
409,350455.99618828925304
410,350481.84584095858736
411,350507.69549362792168
412,350533.545146297256
413,350559.39479896659032
414,350561.93979854992358
415,350543.07758697454119
416,350518.16407245892333
417,350499.10749609593768
418,350524.957148765272
419,350550.80680143460631
420,350576.65645410394063
421,350602.50610677327495
422,350628.35575944260927
423,350654.20541211194359
424,350680.05506478127791
425,350700.04598422284471
426,350665.25678528303979
427,350491.10643795237411
428,350316.95609062170843
429,350142.80574329104275
430,349968.65539596037706
431,349794.50504862971138
432,349649.30015202134382
433,349549.4036303164321
434,349497.09499215893447
435,349475.07371228450211
436,349493.07048267702339
437,349518.623677799711
438,349544.17687292239862
439,349569.73006804508623
440,349595.28326316777384
441,349620.83645829046145
442,349646.38965341314906
443,349671.94284853583667
444,349697.49604365852429
445,349723.0492387812119
446,349748.60243390389951
447,349774.15562902658712
448,349799.70882414927473
449,349825.26201927196234
450,349850.81521439464996
451,349713.28382339293603
452,349538.83701851562364
453,349375.60056834417628
454,349248.7835821484914
455,349097.96027192700421
456,348961.35413713316666
457,348879.53095101285726
458,348833.18450856063282
459,348834.31178339559119
460,348859.55489309120458
461,348884.79800278681796
462,348910.04111248243134
463,348935.28422217804473
464,348960.52733187365811
465,348985.7704415692715
466,349011.01355126488488
467,349036.25666096049827
468,349061.49977065611165
469,349086.74288035172503
470,349111.98599004733842
471,349137.2290997429518
472,349162.47220943856519
473,349187.71531913417857
474,349211.76827572740149
475,349053.04410213185474
476,348878.28721182746813
477,348703.53032152308151
478,348528.7734312186949
479,348354.01654091430828
480,348190.39771203201963
481,348087.01389005291276
482,348031.22645215538796
483,348007.49900090740994
484,348005.02176449500257
485,348002.62772910803324
486,347966.72089058347046
487,347904.00679559272248
488,347851.23893727071118
489,347834.09483796800487
490,347858.96993194898823
491,347883.8450259299716
492,347908.72011991095496
493,347933.59521389193833
494,347958.47030787292169
495,347983.34540185390506
496,348000.02954533911543
497,347971.54003838985227
498,347899.18934924306814
499,347724.0644432240515
500,347548.93953720503487
501,347373.81463118601823
502,347209.2371437541442
503,347065.28981275233673
504,346913.70341237651883
505,346852.350268310518
506,346835.10829204967013
507,346847.09395116334781
508,346862.587181741721
509,346872.81952645885758
510,346857.49314372392837
511,346804.734124139708
512,346762.32765139668481
513,346728.28920891083544
514,346707.86373772873776
515,346732.51052668044576
516,346757.15731563215377
517,346781.80410458386177
518,346806.45089353556978
519,346784.93684825749369
520,346713.47474907553988
521,346617.98740742361406
522,346463.19149694911903
523,346287.83828590082703
524,346112.48507485253504
525,345937.13186380424304
526,345761.77865275595104
527,345586.42544170765905
528,345416.32810355408583
529,345321.27836370054865
530,345255.23077694472158
531,345208.84406786609907
532,345200.50960737344576
533,345193.58587405155413
534,345144.81259159871843
535,345059.89947739080526
536,344972.78688067774056
537,344884.81555534468498
538,344869.7665639668121
539,344894.05215115018655
540,344918.33773833356099
541,344942.62332551693544
542,344966.90891270030988
543,344991.19449988368433
544,345015.48008706705878
545,345039.76567425043322
546,345024.22471806680551
547,344851.86976937868167
548,344676.15535656205611
549,344520.61062048375607
550,344392.82157700433163
551,344266.90593490196625
552,344193.22971216787118
553,344167.13653768121731
554,344189.86866637680214
555,344213.27170010778354
556,344236.67473383876495
557,344260.07776756974636
558,344283.48080130072776
559,344305.81013678148156
560,344329.21317051246297
561,344352.61620424344437
562,344376.01923797442578
563,344399.42227170540718
564,344422.82530543638859
565,344446.22833916737
566,344469.6313728983514
567,344493.03440662933281
568,344516.43744036031421
569,344539.84047409129562
570,344563.24350782227702
571,344419.11742681730539
572,344242.52046054828679
573,344076.91620700893691
574,343928.14827896864153
575,343793.43271503888536
576,343736.35039175458951
577,343737.13188771536807
578,343760.02038110012654
579,343782.90887448488502
580,343805.79736786964349
581,343828.68586125440197
582,343825.06216119299643
583,343802.11488701944472
584,343753.55985795124434
585,343677.54182412236696
586,343686.16089538979577
587,343709.04938877455425
588,343731.93788215931272
589,343754.8263755440712
590,343777.71486892882967
591,343762.2237018411397
592,343687.65742191346362
593,343527.51010130497161
594,343363.80510869860882
595,343186.6936020833673
596,343009.58209546812577
597,342832.47058885288425
598,342655.35908223764272
599,342478.2475756224012
600,342300.9282084251754
601,342123.6088412279496
602,341966.75864345172886
603,341839.65181413263781
604,341727.20715076389024
605,341626.56823265837738
606,341495.3564146370627
607,341391.91843318060273
608,341283.66189831588417
609,341141.29340372572187
610,341067.06709427724127
611,341089.74772708001547
612,341112.42835988278966
613,341135.10899268556386
614,341157.78962548833806
615,341180.47025829111226
616,341203.15089109388646
617,341156.73152664588997
618,341052.67703005636577
619,340875.35766285913996
620,340698.03829566191416
621,340520.71892846468836
622,340374.26443378190743
623,340222.96668029873399
624,340131.72302126686554
625,340117.34213068406098
626,340139.87283318012487
627,340162.40353567618877
628,340184.93423817225266
629,340207.46494066831656
630,340229.99564316438045
631,340252.52634566044435
632,340275.05704815650824
633,340297.58775065257214
634,340320.11845314863604
635,340342.64915564469993
636,340365.17985814076383
637,340387.71056063682772
638,340410.24126313289162
639,340432.77196562895551
640,340455.30266812501941
641,340477.8333706210833
642,340500.3640731171472
643,340381.90709542791592
644,340240.84531318239169
645,340072.07316932559479
646,339905.21511970710708
647,339756.78334048943361
648,339662.47717734688194
649,339631.27457092516124
650,339638.02716382272774
651,339660.19666455051629
652,339682.36616527830483
653,339704.53566600609338
654,339693.05548660707427
655,339659.94277859001886
656,339618.94741687359056
657,339599.63300831412198
658,339621.80250904191053
659,339643.97200976969907
660,339666.14151049748762
661,339688.31101122527616
662,339710.48051195306471
663,339732.65001268085325
664,339754.8195134086418
665,339755.22242867702153
666,339692.16997387353331
667,339514.33947460132185
668,339336.5089753291104
669,339158.67847605689894
670,339028.67237084254157
671,338897.46205213520443
672,338782.34070292121032
673,338747.86738367547514
674,338755.4766363556264
675,338777.26790044934023
676,338799.05916454305407
677,338820.8504286367679
678,338840.41206110623898
679,338836.97836527309846
680,338848.4944311962463
681,338870.28569528996013
682,338892.07695938367397
683,338913.8682234773878
684,338935.65948757110164
685,338957.45075166481547
686,338979.24201575852931
687,339001.03327985224314
688,339022.82454394595698
689,338985.19183152372716
690,338886.86918346805032
691,338708.66044756176416
692,338530.45171165547799
693,338352.24297574919183
694,338174.03423984290566
695,337995.8255039366195
696,337915.85118935996434
697,337922.09449535509339
698,337943.6744918936165
699,337965.25448843213962
700,337986.83448497066274
701,338008.41448150918586
702,338029.99447804770898
703,338051.5744745862321
704,338073.15447112475522
705,338094.73446766327834
706,338116.31446420180146
707,338137.89446074032458
708,338159.47445727884769
709,338181.05445381737081
710,338202.63445035589393
711,338224.21444689441705
712,338245.79444343294017
713,338186.12949524458963
714,338035.23444885836216
715,337856.81444539688528
716,337678.39444193540839
717,337499.97443847393151
718,337321.55443501245463
719,337143.13443155097775
720,336964.69398233183892
721,336870.04290793242399
722,336838.88752033427591
723,336857.79847869789228
724,336879.35802947875345
725,336900.91758025961462
726,336922.4771310404758
727,336925.6497749844566
728,336928.77638033742551
729,336930.15430542529793
730,336945.04693772591418
731,336966.60648850677535
732,336988.16603928763652
733,337009.7255900684977
734,337031.28514084935887
735,337008.59492708201287
736,336943.44148697785567
737,336782.40789616567781
738,336608.888046291715
739,336430.44759707257617
740,336252.00714785343735
741,336073.56669863429852
742,335895.12624941515969
743,335716.68580019602086
744,335538.2351287593483
745,335403.7355449476745
746,335332.15174066321924
747,335297.18355005589547
748,335274.78512104850961
749,335254.74526924896054
750,335206.98351683618966
751,335162.23035658104345
752,335142.37193379749078
753,335151.86998409213265
754,335173.41931265546009
755,335194.96864121878752
756,335216.51796978211496
757,335238.0672983454424
758,335259.61662690876983
759,335281.16595547209727
760,335302.7152840354247
761,335324.26461259875214
762,335222.05840963416267
763,335043.60773819749011
764,334865.15706676081754
765,334686.70639532414498
766,334508.25572388747241
767,334355.6822073981748
768,334292.32912220258731
769,334298.99635357264197
770,334320.35485902818618
771,334341.7133644837304
772,334363.07186993927462
773,334384.43037539481884
774,334405.78888085036306
775,334427.14738630590728
776,334448.50589176145149
777,334469.86439721699571
778,334491.22290267253993
779,334512.58140812808415
780,334533.93991358362837
781,334555.29841903917259
782,334576.6569244947168
783,334598.01542995026102
784,334619.37393540580524
785,334640.73244086134946
786,334662.09094631689368
787,334621.00914363743505
788,334544.90321458334802
789,334472.54112722334685
790,334409.43804139905842
791,334340.45357468939619
792,334311.56947469012812
793,334314.33636545430636
794,334335.67442515218863
795,334357.0124848500709
796,334378.35054454795318
797,334399.68860424583545
798,334421.02666394371772
799,334442.36472364159999
800,334463.70278333948227
801,334485.04084303736454
802,334506.37890273524681
803,334527.71696243312908
804,334549.05502213101136
805,334570.39308182889363
806,334591.7311415267759
807,334613.06920122465817
808,334634.40726092254044
809,334655.74532062042272
810,334677.08338031830499
811,334571.57536159467418
812,334431.76157612452516
813,334286.952760292741
814,334185.64578585058916
815,334055.64856501214672
816,333949.10225832753349
817,333898.4895262112841
818,333886.82690627517877
819,333907.89917772414628
820,333928.9714491731138
821,333950.04372062208131
822,333931.07891595049296
823,333907.95234911266016
824,333889.59519147290848
825,333904.57811313302955
