Timestep,Hydro|Reservoir_MTKK_0
0,364830.44764409435447
1,364676.16443604254164
2,364575.32619612867711
3,364503.71839620638639
4,364449.25111802929314
5,364388.65869470714824
6,364281.56772110494785
7,364155.52566626993939
8,364035.67369560152292
9,363974.05986442981521
10,363987.26557540183421
11,364012.60409599618288
12,364037.94261659053154
13,364063.28113718488021
14,364088.61965777922887
15,364113.95817837357754
16,364139.2966989679262
17,364121.98420275555691
18,364072.16357104445342
19,363897.50209163880209
20,363722.84061223315075
21,363548.17913282749942
22,363373.51765342184808
23,363198.85617401619675
24,363028.46002948336536
25,362866.94864617008716
26,362759.35665148397675
27,362682.25096459523775
28,362631.00299951568013
29,362583.30745885364013
30,362492.95484590582782
31,362387.78812802676111
32,362306.74380908993771
33,362291.0066416177433
34,362316.19522930931998
35,362341.38381700089667
36,362366.57240469247336
37,362391.76099238405004
38,362416.94958007562673
39,362442.13816776720341
40,362467.3267554587801
41,362441.87330343405483
42,362346.77994270401541
43,362171.9685303955921
44,361997.15711808716878
45,361824.63497657031985
46,361649.82356426189654
47,361475.01215195347322
48,361303.3905751738348
49,361145.33903098129667
50,361035.33961081935558
51,360953.75801030406728
52,360901.72786043863744
53,360853.54563329793746
54,360764.40544913819758
55,360675.28369757975452
56,360597.86898358433973
57,360555.60642339976039
58,360579.26136500987923
59,360603.91837617912097
60,360628.57538734836271
61,360653.23239851760445
62,360677.88940968684619
63,360702.54642085608793
64,360727.20343202532968
65,360712.43138570542214
66,360619.62432367145084
67,360444.28133484069258
68,360268.93834600993432
69,360093.59535717917606
70,359918.2523683484178
71,359742.90937951765954
72,359573.0570417426643
73,359461.34728419483872
74,359397.24861945403973
75,359367.13865619734861
76,359365.37543550028931
77,359382.0547989232582
78,359367.27850588510046
79,359319.09092194866389
80,359266.08241650473792
81,359247.93074802216142
82,359272.0459578554146
83,359296.16116768866777
84,359320.27637752192095
85,359344.39158735517412
86,359368.5067971884273
87,359392.62200702168047
88,359376.64798209251603
89,359292.99963971273974
90,359135.38643194513861
91,358959.50164177839179
92,358783.61685161164496
93,358607.73206144489814
94,358431.84727127815131
95,358255.96248111140449
96,358100.59016957267886
97,358036.46141989389434
98,358033.0973176813568
99,358056.6673204912222
100,358080.2373233010876
101,358103.807326110953
102,358127.3773289208184
103,358120.53296984487679
104,358103.64715327991871
105,358127.21715608978411
106,358150.78715889964951
107,358174.35716170951491
108,358197.92716451938031
109,358221.49716732924571
110,358245.06717013911111
111,358268.63717294897651
112,358263.2795957303606
113,358206.23221304605249
114,358094.74774367344799
115,357918.31774648331339
116,357741.88774929317879
117,357565.45775210304419
118,357389.02775491290959
119,357218.84261696727481
120,357118.81697961356258
121,357061.58702996774809
122,357039.01027114957105
123,357028.40643279469805
124,357035.76045648328727
125,357056.91748700122116
126,357044.93277408112772
127,357063.86749442468863
128,357079.77901304513216
129,357100.97673636447871
130,357124.2911731430213
131,357147.60560992156388
132,357170.92004670010647
133,357194.23448347864905
134,357217.54892025719164
135,357240.86335703573423
136,357264.17779381427681
137,357274.66255879105302
138,357219.12875627406174
139,357042.44319305260433
140,356865.75762983114691
141,356689.0720666096895
142,356513.65303240984213
143,356349.23231337661855
144,356224.09558302379446
145,356167.97370249906089
146,356143.52970606397139
147,356149.39141273440327
148,356172.28672267385991
149,356195.18203261331655
150,356218.07734255277319
151,356240.97265249222983
152,356263.86796243168646
153,356286.7632723711431
154,356309.65858231059974
155,356332.55389225005638
156,356355.44920218951302
157,356378.34451212896965
158,356401.23982206842629
159,356424.13513200788293
160,356447.03044194733957
161,356469.92575188679621
162,356492.82106182625284
163,356335.59773969021626
164,356177.84818584605819
165,356000.74349578551482
166,355825.82323793217074
167,355668.90650370059302
168,355524.00116143218474
169,355434.78059222042793
170,355400.01337912015151
171,355404.5399871225236
172,355427.01957588572986
173,355449.49916464893613
174,355454.73966411844594
175,355433.86003699572757
176,355413.208147112804
177,355421.52179901156342
178,355444.00138777476968
179,355466.48097653797595
180,355488.96056530118221
181,355511.44015406438848
182,355533.91974282759475
183,355556.39933159080101
184,355562.73074941750383
185,355523.45691809168784
186,355424.47443424444646
187,355246.95402300765272
188,355069.43361177085899
189,354891.91320053406525
