Timestep,Hydro|Reservoir_MTKK_0
0,364922.89759742934257
1,364901.55619475740241
2,364919.59698932571337
3,364942.70697379345074
4,364965.81695826118812
5,364988.9269427289255
6,365003.82310135057196
7,364983.24827100575203
8,364960.07758507231483
9,364952.94705548865022
10,364941.39578901405912
11,364964.5057734817965
12,364987.61575794953387
13,365010.72574241727125
14,365033.83572688500863
15,365039.1684046976734
16,364952.9772600394208
17,364802.01709637453314
18,364631.65917273785453
19,364454.76915720559191
20,364277.87914167332929
21,364100.98912614106666
22,363924.09911060880404
23,363747.20909507654142
24,363570.09758846129989
25,363434.7962000114494
26,363358.12010468513472
27,363325.11989190021995
28,363321.1312928662519
29,363322.7404142213054
30,363291.70641820202582
31,363234.18412189424271
32,363179.87906782166101
33,363161.42716239264701
34,363169.06863620725926
35,363191.95712959201774
36,363214.84562297677621
37,363237.73411636153469
38,363260.62260974629316
39,363283.51110313105164
40,363233.58356960030505
41,363113.86406316317152
42,362946.36320279596839
43,362769.25169618072687
44,362592.14018956548534
45,362415.02868295024382
46,362237.9171763350023
47,362060.80566971976077
48,361883.47608029271942
49,361712.34327179007232
50,361612.5743774100556
51,361568.35865544225089
52,361562.17624680302106
53,361584.8466573759797
54,361607.51706794893835
55,361630.18747852189699
56,361652.85788909485564
57,361675.52829966781428
58,361698.19871024077293
59,361720.86912081373157
60,361743.53953138669021
61,361766.20994195964886
62,361788.8803525326075
63,361811.55076310556615
64,361834.22117367852479
65,361791.677506126347
66,361641.96057187754195
67,361464.6309824505006
68,361287.30139302345924
69,361109.97180359641789
70,360932.64221416937653
71,360755.31262474233517
72,360587.87881977972575
73,360498.31292264320655
74,360442.19509962172015
75,360421.03828244219767
76,360429.89023830392398
77,360452.34938261978095
78,360474.80852693563793
79,360497.2676712514949
80,360519.72681556735188
81,360542.18595988320885
82,360564.64510419906583
83,360587.1042485149228
84,360609.56339283077978
85,360632.02253714663675
86,360654.48168146249373
87,360676.9408257783507
88,360699.39997009420767
89,360710.92888016736833
90,360623.51903163839597
91,360445.97817595425295
92,360268.43732027010992
93,360090.8964645859669
94,359913.35560890182387
95,359735.81475321768085
96,359558.17167008010438
97,359446.65485352685209
98,359407.35255850193789
99,359409.4827613782254
100,359431.83967824064894
101,359454.19659510307247
102,359446.21304394444451
103,359412.16283007332822
104,359373.97564431559294
105,359371.77863753359998
106,359394.13555439602351
107,359416.49247125844704
108,359438.84938812087057
109,359461.2063049832941
110,359483.56322184571764
111,359505.92013870814117
112,359497.56702731439145
113,359423.0951079428778
114,359265.46918222407112
115,359087.82609908649465
116,358910.18301594891818
117,358732.53993281134171
118,358554.89684967376525
119,358377.25376653618878
120,358231.99604922649451
121,358147.38871626072796
122,358112.69317008339567
123,358102.28826500341529
124,358124.37939360470045
125,358146.47052220598562
126,358139.10818647581618
127,358111.74798451841343
128,358080.16511616529897
129,358085.22421002981719
130,358107.31533863110235
131,358129.40646723238751
132,358151.49759583367268
133,358173.58872443495784
134,358195.679853036243
135,358217.77098163752817
136,358239.86211023881333
137,358261.95323884009849
138,358283.56606315285899
139,358138.44613406603457
140,357974.23843822127674
141,357818.29844436608255
142,357678.69531680771615
143,357554.73217052069958
144,357501.67148198810173
145,357480.29735872580204
146,357474.72343640832696
147,357480.64045975200133
148,357502.49987505271565
149,357524.35929035342997
150,357519.12609934946522
151,357492.92940877360525
152,357467.18629073776538
153,357486.45387518458301
154,357508.31329048529733
155,357530.17270578601165
156,357552.03212108672597
157,357573.89153638744028
158,357595.7509516881546
159,357617.61036698886892
160,357639.46978228958324
161,357661.32919759029755
162,357672.2778869746835
163,357494.13730227539781
164,357315.99671757611213
165,357140.26250919391168
166,356993.37671228899853
167,356883.25607064098585
168,356811.78866531176027
169,356780.18262215750292
170,356772.69595980853774
171,356777.50843099103076
172,356799.00664582150057
173,356817.53579581779195
174,356795.18263247894356
175,356757.44965337583562
176,356730.65147914527915
177,356751.26599122746848
178,356772.76420605793828
179,356794.26242088840809
180,356815.76063571887789
181,356837.2588505493477
182,356858.7570653798175
183,356880.25528021028731
184,356901.75349504075712
185,356923.25170987122692
186,356901.22490746917902
187,356724.77461396023864
188,356546.27282879070845
189,356367.77104362117825
190,356192.96219992131228
191,356049.61062313430011
192,355988.27086664852686
193,355975.41232172580203
194,355995.48623085668078
195,356016.48694412544137
196,356037.48765739420196
197,356058.48837066296255
198,356056.23090348334517
199,356043.11847396049416
200,356045.61944066209253
201,356066.62015393085312
202,356087.62086719961371
203,356108.6215804683743
204,356129.6222937371349
205,356150.62300700589549
206,356171.62372027465608
207,356192.62443354341667
208,356213.62514681217726
209,356234.62586008093785
210,356199.43334585358389
211,356020.43405912234448
212,355841.43477239110507
213,355662.43548565986566
214,355483.43619892862625
215,355304.43691219738685
216,355169.9988688438898
217,355070.09418453747639
218,354993.95754651550669
219,354938.88721221196465
220,354903.42385217314586
221,354879.20990589784924
222,354842.69501127820695
223,354836.37560741457855
224,354845.40259532403434
225,354864.81539168633753
226,354884.22818804864073
227,354903.64098441094393
228,354923.05378077324713
229,354942.46657713555032
230,354961.87937349785352
231,354981.29216986015672
232,355000.70496622245992
233,355020.11776258476311
234,355039.53055894706631
235,354901.27747925801668
236,354724.43522925698198
237,354580.75343591225101
238,354434.9945859782747
239,354255.51070629648166
240,354098.36906232574256
