Timestep,Hydro|Reservoir_MTKK_0
0,364919.37994972954039
1,364897.07053727423772
2,364912.50583018601174
3,364937.52063484006794
4,364962.53543949412415
5,364987.55024414818035
6,365012.56504880223656
7,365037.57985345629277
8,365062.59465811034897
9,365087.60946276440518
10,365112.62426741846139
11,365137.63907207251759
12,365162.6538767265738
13,365187.66868138063001
14,365212.68348603468621
15,365237.69829068874242
16,365262.71309534279862
17,365287.72789999685483
18,365312.74270465091104
19,365161.78753127751406
20,364987.09743256459478
21,364812.11223721865099
22,364637.1270418727072
23,364477.45957360649481
24,364352.98256660578772
25,364308.6510273173335
26,364304.67698639741866
27,364305.70431963528972
28,364302.64587438275339
29,364290.87821006245213
30,364247.38279007002711
31,364179.29035140277119
32,364108.56487601133995
33,364071.72297579795122
34,364092.69302109151613
35,364113.66306638508104
36,364134.63311167864595
37,364155.60315697221085
38,364176.57320226577576
39,364197.54324755934067
40,364218.51329285290558
41,364173.50708692002809
42,364067.2785225235275
43,363888.24856781709241
44,363709.21861311065732
45,363530.18865840422222
46,363371.07304329192266
47,363192.04308858548757
48,363011.44566141994437
49,362880.48507224395871
50,362778.95352903095772
51,362706.03884594567353
52,362665.52503785811132
53,362625.81557870481629
54,362535.81386898370693
55,362418.05921866634162
56,362297.13076972251292
57,362205.41850751993479
58,362221.52321071288316
59,362240.92578354733996
60,362260.32835638179677
61,362279.73092921625357
62,362299.13350205071038
63,362318.53607488516718
64,362275.16926461248659
65,362174.67434815614251
66,362011.85429291456239
67,361831.2568657490192
68,361650.659438583476
69,361470.06201141793281
70,361289.46458425238961
71,361108.86715708684642
72,360984.04614032892277
73,360903.4106635277858
74,360857.7832407305832
75,360831.76903089665575
76,360846.36611652746797
77,360852.60045485582668
78,360792.887594786298
79,360698.31062735640444
80,360609.30734994052909
81,360564.40972823073389
82,360583.63851672963938
83,360602.86730522854486
84,360622.09609372745035
85,360641.32488222635584
86,360660.55367072526133
87,360679.78245922416681
88,360631.68972595361993
89,360479.46951548225479
90,360298.69830398116028
91,360117.92709248006577
92,359937.15588097897125
93,359756.38466947787674
94,359575.61345797678223
95,359394.84224647568772
96,359214.05058922915487
97,359100.11598649824737
98,359044.28558546624845
99,359021.36582122388063
100,359034.19862152927089
101,359053.40696428273804
102,359038.6948285055114
103,359002.05455233313842
104,358965.89877050113864
105,358941.70936239761068
106,358960.91770515107783
107,358980.12604790454498
108,358999.33439065801213
109,359018.54273341147928
110,359037.75107616494643
111,359056.95941891841358
112,359063.15895135805476
113,359012.86973380576819
114,358873.20183552626986
115,358692.41017827973701
116,358511.61852103320416
117,358330.82686378667131
118,358150.03520654013846
119,357969.24354929360561
120,357796.71814677608199
121,357704.84129783895332
122,357664.95122954854742
123,357660.89931487315334
124,357680.10765762662049
125,357699.31600038008764
126,357674.31267995579401
127,357637.32547592121409
128,357600.88255893456517
129,357603.36981494893553
130,357622.57815770240268
131,357641.78650045586983
132,357660.99484320933698
133,357680.20318596280413
134,357699.41152871627128
135,357718.61987146973843
136,357737.82821422320558
137,357689.24008947907714
138,357545.99708476878004
139,357365.20542752224719
140,357184.41377027571434
141,357003.62211302918149
142,356822.83045578264864
143,356642.03879853611579
144,356461.2369190598256
145,356326.67961695929989
146,356255.24391261767596
147,356212.36597350344528
148,356192.6725537807215
149,356200.02002277038991
150,356185.73686859913869
151,356192.91227140737465
152,356196.40282977523748
153,356190.37353763618739
154,356199.68384077737574
155,356218.88196130108554
156,356238.08008182479534
157,356257.27820234850515
158,356276.47632287221495
159,356295.67444339592475
160,356314.87256391963456
161,356315.29217892803717
162,356230.43702036089962
