Timestep,Hydro|Reservoir_MTKK_0
0,364964.61210369161563
1,364984.85293411067687
2,365005.09376452973811
3,365025.33459494879935
4,365045.57542536786059
5,365065.81625578692183
6,365086.05708620598307
7,365106.29791662504431
8,365126.53874704410555
9,365146.77957746316679
10,365167.02040788222803
11,365187.26123830128927
12,365207.50206872035051
13,365227.74289913941175
14,365247.98372955847299
15,365268.22455997753423
16,365288.46539039659547
17,365308.70622081565671
18,365272.08110667875735
19,365092.32193709781859
20,364912.56276751687983
21,364732.80359793594107
22,364553.04442835500231
23,364383.31757799984189
24,364311.31410328665515
25,364297.37888483068673
26,364317.49704333668342
27,364337.61520184268011
28,364357.7333603486768
29,364377.85151885467349
30,364397.96967736067018
31,364418.08783586666686
32,364438.20599437266355
33,364458.32415287866024
34,364478.44231138465693
35,364498.56046989065362
36,364518.67862839665031
37,364538.796786902647
38,364558.91494540864369
39,364579.03310391464038
40,364599.15126242063707
41,364612.52119939919794
42,364523.41609824064653
43,364343.53425674664322
44,364163.65241525263991
45,363983.7705737586366
46,363803.88873226463329
47,363624.00689077062998
48,363497.19953382958192
49,363449.99837975815171
50,363453.93922491837293
51,363473.7200356972171
52,363493.50084647606127
53,363513.28165725490544
54,363533.06246803374961
55,363552.84327881259378
56,363572.62408959143795
57,363592.40490037028212
58,363612.18571114912629
59,363631.96652192797046
60,363651.74733270681463
61,363671.5281434856588
62,363691.30895426450297
63,363711.08976504334714
64,363730.87057582219131
65,363750.65138660103548
66,363698.85374965902884
67,363518.63456043787301
68,363338.41537121671718
69,363158.19618199556135
70,362977.97699277440552
71,362797.75780355324969
72,362716.93716147553641
73,362724.51398316572886
74,362743.6950662152376
75,362762.87614926474635
76,362782.05723231425509
77,362801.23831536376383
78,362820.41939841327257
79,362839.60048146278132
80,362858.78156451229006
81,362877.9626475617988
82,362897.14373061130755
83,362916.32481366081629
84,362935.50589671032503
85,362954.68697975983378
86,362973.86806280934252
87,362993.04914585885126
88,363012.23022890836
89,363031.41131195786875
90,363039.29316523199668
91,362858.47424828150542
92,362677.65533133101417
93,362496.83641438052291
94,362316.01749743003165
95,362179.25729594874429
96,362130.17368073901162
97,362138.29842171235941
98,362157.1012668297044
99,362175.90411194704939
100,362194.70695706439437
101,362213.50980218173936
102,362232.31264729908435
103,362251.11549241642933
104,362269.91833753377432
105,362288.72118265111931
106,362307.52402776846429
107,362326.32687288580928
108,362345.12971800315427
109,362363.93256312049925
110,362382.73540823784424
111,362401.53825335518923
112,362420.34109847253421
113,362408.29316624748753
114,362309.78218795312569
115,362128.58503307047067
116,361947.38787818781566
117,361766.19072330516065
118,361584.99356842250563
119,361403.79641353985062
120,361268.09625663980842
