Timestep,Hydro|Reservoir_MTKK_0
0,364821.71289066912141
1,364702.9880559220328
2,364640.65538467175793
3,364610.14496698998846
4,364588.51954497024417
5,364589.05628636298934
6,364576.05174581205938
7,364597.76463648118079
8,364619.47752715030219
9,364641.1904178194236
10,364662.90330848854501
11,364684.61619915766641
12,364706.32908982678782
13,364728.04198049590923
14,364749.75487116503064
15,364771.46776183415204
16,364793.18065250327345
17,364814.89354317239486
18,364791.12742412398802
19,364612.84031479310943
20,364434.55320546223084
21,364256.26609613135224
22,364102.23047610226786
23,363974.06004650500836
24,363895.60550318623427
25,363895.08167914266232
26,363915.4281426902744
27,363935.77460623788647
28,363956.12106978549855
29,363976.46753333311062
30,363996.8139968807227
31,364017.16046042833477
32,364037.50692397594685
33,364057.85338752355892
34,364078.199851071171
35,364098.54631461878307
36,364118.89277816639515
37,364139.23924171400722
38,364159.5857052616193
39,364179.93216880923137
40,364200.27863235684345
41,364220.62509590445552
42,364240.97155945206759
43,364085.9325289131375
44,363906.27899246074958
45,363726.62545600836165
46,363566.66134167520795
47,363432.7023844741052
48,363346.16863423964242
49,363313.59435818833299
50,363332.56417238462018
51,363351.53398658090737
52,363370.50380077719456
53,363389.47361497348174
54,363408.44342916976893
55,363400.70831437781453
56,363399.58968459122116
57,363418.55949878750835
58,363437.52931298379553
59,363456.49912718008272
60,363475.46894137636991
61,363494.4387555726571
62,363513.40856976894429
63,363532.37838396523148
64,363551.34819816151867
65,363570.31801235780586
66,363536.16204025701154
67,363355.13185445329873
68,363174.10166864958592
69,362993.07148284587311
70,362812.04129704216029
71,362631.01111123844748
72,362508.17626211082097
73,362451.40726655692561
74,362434.11234895791858
75,362452.29161232931074
76,362470.47087570070289
77,362488.65013907209504
78,362493.2651129788137
79,362461.93117345229257
80,362430.32962018478429
81,362429.65709832072025
82,362447.8363616921124
83,362466.01562506350456
84,362484.19488843489671
85,362502.37415180628886
86,362520.55341517768102
87,362538.73267854907317
88,362556.91194192046532
89,362564.83004320802866
90,362509.42146112769842
91,362327.60072449909057
92,362145.77998787048273
93,361963.95925124187488
94,361782.13851461326703
95,361600.31777798465919
96,361433.81681072124047
97,361327.07280817168066
98,361274.3973587147193
99,361248.91274851933122
100,361260.29049272916745
101,361270.7081777183339
102,361241.00715241901344
103,361173.4775650309748
104,361099.83217933448032
105,361062.80172803177265
106,361080.39148590358673
107,361097.9812437754008
108,361115.57100164721487
109,361133.16075951902894
110,361150.75051739084302
111,361168.34027526265709
112,361185.93003313447116
113,361160.27159270021366
114,361072.0848830906325
115,360889.67464096244657
116,360707.26439883426065
117,360524.85415670607472
118,360342.44391457788879
119,360160.03367244970286
120,360050.32357233215589
121,359995.06845855060965
122,359959.75424586876761
123,359939.38302010099869
124,359942.25167677405989
125,359943.40084357681917
126,359899.27633212099317
127,359811.40221124491654
