Timestep,Hydro|Reservoir_MTKK_0
0,364821.32783748034853
1,364648.58125116804149
2,364524.86205165280262
3,364440.43709283380304
4,364392.94748931156937
5,364354.93298625142779
6,364273.10749001568183
7,364174.44608692365
8,364083.86195248126751
9,364015.3913956261822
10,363984.98595801804913
11,364006.31379549839767
12,364027.6416329787462
13,364048.96947045909474
14,364070.29730793944327
15,364091.62514541979181
16,364112.95298290014034
17,364110.43743283144431
18,364041.04054967913544
19,363862.36838715948397
20,363683.69622463983251
21,363506.58801836613566
22,363327.91585584648419
23,363149.24369332683273
24,363019.54151660733623
25,362945.20484708319418
26,362911.95774107752368
27,362902.00087370479014
28,362918.27419670275412
29,362939.40439581865212
30,362922.80011024948908
31,362892.75185272883391
32,362867.15844027331332
33,362871.41719504771754
34,362892.54739416361554
35,362913.67759327951353
36,362934.80779239541152
37,362955.93799151130952
38,362977.06819062720751
39,362998.19838974310551
40,363019.3285888590035
41,363040.4587879749015
42,363004.75174762256211
43,362825.8819467384601
44,362647.0121458543581
45,362485.39186690014321
46,362306.52206601604121
47,362127.6522651319392
48,362007.58800861384952
49,361947.89647810754832
50,361941.05700749752577
51,361961.96912381384755
52,361982.88124013016932
53,362003.79335644649109
54,362024.70547276281286
55,362016.4722676021629
56,361998.36554767127382
57,361996.89426864916459
58,361995.56984973495128
59,362016.48196605127305
60,362037.39408236759482
61,362058.30619868391659
62,362079.21831500023836
63,362100.13043131656013
64,362121.04254763288191
65,362102.77430103620281
66,361992.22548728837864
67,361813.13760360470042
68,361634.04971992102219
69,361454.96183623734396
70,361275.87395255366573
71,361096.7860688699875
72,360937.96262032882078
73,360862.08131976169534
74,360827.53991592611419
75,360804.33151332277339
76,360801.87623996520415
77,360797.90131380263483
78,360750.96698207757436
79,360674.43564909743145
80,360592.20840866584331
81,360553.50991807028186
82,360542.01347817236092
83,360562.61550775135402
84,360583.21753733034711
85,360603.81956690934021
86,360624.42159648833331
87,360645.0236260673264
88,360626.94266463274835
89,360583.60195352172013
90,360484.57749812555267
91,360305.17952770454576
92,360125.78155728353886
93,359949.6819736433099
94,359770.284003222303
95,359590.8860328012961
96,359411.22568109224085
97,359271.90513101377292
98,359194.11853814282222
99,359153.87699654401513
100,359126.92645423911745
101,359121.84485205099918
102,359091.90752389194677
103,359067.41306621255353
104,359021.41253804595908
