Timestep,Hydro|Reservoir_MTKK_0
0,364837.87776939925971
1,364707.02281672914978
2,364632.47642811853439
3,364594.3568838131032
4,364578.9864101394196
5,364568.05771269073011
6,364523.12811047566356
7,364500.54701312235557
8,364465.26787498005433
9,364409.96967310440959
10,364401.19890800991561
11,364432.06106217339402
12,364462.92321633687243
13,364493.78537050035084
14,364524.64752466382924
15,364555.50967882730765
16,364586.37183299078606
17,364617.23398715426447
18,364587.29449117777403
19,364429.30513446038822
20,364260.16728862386663
21,364093.31121133099077
22,363924.17336549446918
23,363755.03551965794759
24,363589.20112507941667
25,363441.04830426885746
26,363300.23473720799666
27,363188.97293957293732
28,363104.65373517153785
29,363044.82542847027071
30,362996.41126236820128
31,362965.43237649300136
32,362994.07006417505909
33,363023.98832893569488
34,363053.90659369633067
35,363083.82485845696647
36,363113.74312321760226
37,363143.66138797823805
38,363173.57965273887385
39,363203.49791749950964
40,363233.41618226014543
41,363249.58305481338175
42,363201.44175721664215
43,363041.41555853671161
44,362871.33382329734741
45,362701.2520880579832
46,362531.17035281861899
47,362362.02951397100696
48,362209.5035834168084
49,362065.84085416141897
50,361935.54105672310106
51,361840.10615454963408
52,361786.33605808048742
53,361752.00142004375812
54,361688.42111819144338
55,361618.66663963004248
56,361565.81559513893444
57,361536.08903336978983
58,361547.59190663095796
59,361577.23415830451995
60,361606.87640997808194
61,361636.51866165164392
62,361666.16091332520591
63,361668.70203425560612
64,361567.01273687148932
65,361433.3394124712795
66,361289.14785307383863
67,361118.79010474740062
68,360948.43235642096261
69,360778.07460809452459
70,360607.71685976808658
71,360437.35911144164857
72,360280.13387248519575
73,360189.09552879747935
74,360187.18064979626797
75,360216.27769444650039
76,360245.37473909673281
77,360274.47178374696523
78,360295.74756738520227
79,360304.18642623157939
80,360307.32923614780884
81,360312.41765152354492
82,360327.86595025169663
83,360356.96299490192905
84,360386.06003955216147
85,360415.15708420239389
86,360444.25412885262631
87,360473.35117350285873
88,360470.09202346677193
89,360397.68105639744317
90,360257.58229801221751
91,360086.67934266244993
92,359915.77638731268235
93,359744.87343196291476
94,359573.97047661314718
95,359403.0675212633796
96,359245.92111260432284
97,359123.44963198539335
98,359059.86450199584942
99,359036.11159381608013
100,359009.51405881060055
101,358982.77743561920943
102,358909.67619292729069
103,358821.55946417327505
104,358747.68594597850461
105,358683.82806589634856
106,358646.12147180922329
107,358674.58130421245005
108,358703.04113661567681
109,358731.50096901890356
110,358759.96080142213032
111,358788.42063382535707
112,358791.2884477477055
113,358716.33638018381316
114,358618.23453444620827
115,358446.69436684943503
116,358275.15419925266178
117,358103.61403165588854
118,357932.07386405911529
119,357760.53369646234205
120,357600.7939895268064
121,357464.90768592868699
122,357373.08997034269851
123,357321.39406490762485
124,357316.66124982590554
125,357331.62707292760024
126,357323.55546539160423
127,357282.70449105289299
128,357232.87203781487187
129,357199.3888152728905
130,357226.60489506373415
131,357253.8209748545778
132,357281.03705464542145
133,357308.2531344362651
134,357335.46921422710875
135,357362.6852940179524
136,357389.90137380879605
137,357416.66485896817176
138,357382.5999975267332
139,357209.81607731757686
140,357037.03215710842051
141,356864.24823689926416
142,356691.46431669010781
143,356518.68039648095146
144,356420.15230867499486
145,356383.04570808884455
146,356375.80602101574186
147,356383.36710625502747
148,356405.08136604761239
149,356415.84203835460357
150,356383.69745133566903
151,356322.03801506344462
152,356258.50826665590284
153,356211.71783629036509
154,356213.05832176434342
155,356239.10561278590467
156,356265.15290380746592
157,356291.20019482902717
158,356317.24748585058842
159,356343.29477687214967
160,356369.34206789371092
161,356395.38935891527217
162,356368.05939611559734
163,356194.10668713715859
164,356020.15397815871984
165,355846.20126918028109
166,355686.99713451287244
167,355545.80141031742096
168,355372.53323781304061
169,355259.40455743495841
170,355196.8429090064019
171,355165.96018583129626
172,355154.08035349770216
173,355151.75755170360208
174,355131.24578094831668
175,355133.54941906192107
176,355135.17975083034253
177,355117.54333200660767
178,355143.33164871332701
179,355169.11996542004636
180,355194.9082821267657
181,355220.69659883348504
182,355246.48491554020438
183,355272.27323224692373
184,355298.06154895364307
185,355323.84986566036241
186,355349.63818236708175
187,355247.24950298550539
188,355092.45449848711723
189,354968.71897549863206
190,354843.39293242362328
191,354689.99396789935417
192,354559.13101791776717
193,354493.21779230679385
194,354455.92322993924608
195,354451.22541449277196
196,354453.72592039266601
197,354474.14174791052938
198,354499.80739271646598
199,354525.47303752240259
200,354551.1386823283392
201,354576.80432713427581
202,354602.46997194021242
203,354628.13561674614903
204,354653.80126155208563
